date,volume,low,close,open,high
2023-04-03,48924980.0,38.52,38.92,39.13,39.34
2023-03-31,43598835.0,38.93,38.95,39.42,39.77
2023-03-30,55342483.0,38.81,39.41,38.82,39.82
2023-03-29,36178291.0,38.82,38.82,39.24,39.43
2023-03-28,38914088.0,39.0,39.12,40.12,40.2
2023-03-27,66705398.0,39.13,39.8,39.78,40.0
2023-03-24,79566963.0,38.76,39.7,38.92,39.98
2023-03-23,45252415.0,38.51,38.79,39.18,39.29
2023-03-22,67829423.0,38.8,38.96,38.88,39.66
2023-03-21,88496433.0,36.78,38.93,37.13,38.96
2023-03-20,46696870.0,36.0,37.05,36.65,37.2
2023-03-17,51902638.0,36.63,36.73,36.77,37.4
2023-03-16,68889042.0,36.6,36.77,37.71,37.86
2023-03-15,50348418.0,37.7,37.88,37.76,38.62
2023-03-14,47923273.0,37.17,37.49,38.2,38.2
2023-03-13,64374969.0,37.9,38.08,38.85,39.15
2023-03-10,54823542.0,38.22,38.94,38.87,39.2
2023-03-09,58408415.0,38.66,38.87,39.23,39.43
2023-03-08,45922794.0,38.91,39.15,39.14,39.44
2023-03-07,54307445.0,39.1,39.22,40.0,40.3
2023-03-06,43286782.0,39.6,40.06,40.51,40.75
2023-03-03,89491555.0,39.43,40.11,40.35,40.78
2023-03-02,48206574.0,40.33,40.5,41.2,41.2
2023-03-01,53437006.0,40.16,40.82,40.52,40.9
2023-02-28,51394293.0,39.83,40.53,40.16,40.62
2023-02-27,58218129.0,40.05,40.18,40.7,41.13
2023-02-24,65942625.0,40.61,40.72,41.18,41.35
2023-02-23,70113878.0,41.0,41.39,41.0,41.69
2023-02-22,132795482.0,40.31,41.4,40.6,42.24
2023-02-21,77000089.0,39.9,40.48,40.0,41.02
2023-02-20,92248440.0,39.57,40.15,40.11,40.31
2023-02-17,84011986.0,40.22,40.52,40.5,40.91
2023-02-16,171120734.0,40.17,40.5,42.03,42.27
2023-02-15,106074665.0,41.98,42.12,42.5,42.63
2023-02-14,86553909.0,42.21,42.36,42.57,42.75
2023-02-13,98437969.0,42.18,42.57,42.61,42.98
2023-02-10,115218319.0,42.08,42.52,42.69,43.2
2023-02-09,179930076.0,41.26,42.69,41.5,42.72
2023-02-08,116187342.0,41.58,41.6,41.95,42.77
2023-02-07,106005626.0,41.44,41.95,42.35,42.48
2023-02-06,148939724.0,41.61,42.18,41.9,42.82
2023-02-03,106162126.0,41.2,41.9,42.0,42.24
2023-02-02,122860330.0,41.92,42.17,42.8,42.9
2023-02-01,160967425.0,41.21,42.68,41.21,42.8
2023-01-31,93136949.0,40.78,41.2,41.1,41.5
2023-01-30,143465107.0,41.41,41.49,42.0,42.69
2023-01-20,75271536.0,40.55,41.12,40.98,41.28
2023-01-19,63544764.0,40.45,40.97,40.75,41.08
2023-01-18,74941933.0,40.6,40.81,41.76,41.76
2023-01-17,114001570.0,40.91,41.35,41.13,42.55
2023-01-16,156378322.0,39.51,41.08,39.8,41.99
2023-01-13,48594666.0,39.26,39.65,40.0,40.26
2023-01-12,55481299.0,39.46,39.73,39.52,40.46
2023-01-11,60356857.0,39.56,39.58,40.29,40.49
2023-01-10,73065584.0,39.93,40.32,40.56,40.76
2023-01-09,118733688.0,40.12,40.67,40.31,41.49
2023-01-06,190316096.0,38.4,40.3,38.51,41.18
2023-01-05,98114564.0,37.82,38.63,38.17,39.12
2023-01-04,86323649.0,37.63,37.99,38.96,38.96
2023-01-03,73038144.0,37.01,38.73,38.42,38.79
2023-01-03,73038144.0,37.01,38.73,38.42,38.79
2022-12-30,72187282.0,37.61,37.67,39.02,39.2
2022-12-29,61678464.0,38.31,38.6,38.66,39.39
2022-12-28,55333369.0,38.32,38.67,39.29,39.5
2022-12-27,71521864.0,38.35,39.3,38.65,39.5
2022-12-26,64101685.0,37.19,38.45,37.26,38.64
2022-12-23,57281279.0,36.66,37.16,36.9,37.2
2022-12-22,68942396.0,36.92,37.0,38.64,38.72
2022-12-21,51948786.0,37.9,38.29,38.85,38.85
2022-12-20,72609391.0,38.61,38.86,39.29,39.65
2022-12-19,76806359.0,39.4,39.4,40.6,41.2
2022-12-16,124226545.0,40.54,40.64,41.97,42.2
